"month","day","min_rain","max_rain","perc10","perc25","perc75","perc90","median_rain","year","date","basin","avg_mm_rainfall","name"
7,20,100.512675907977,747.463315979578,130.958034874522,285.829400098172,461.820263855493,570.04504697809,379.497218828874,2023,2023-07-20,"Sabinal",375.732169783082,"Median"
7,21,100.512675907977,747.468314705833,130.958034874522,286.012777436346,462.154021650729,682.288771743415,379.591350134598,2023,2023-07-21,"Sabinal",375.732169783082,"Median"
7,22,100.512675907977,747.468314705833,131.850755181597,286.012777436346,466.439170174908,682.302327765965,379.591350134598,2023,2023-07-22,"Sabinal",375.732169783082,"Median"
7,23,106.743252179326,747.478319360435,133.088795089606,286.52225504946,469.149348361997,682.324088675753,381.739587219086,2023,2023-07-23,"Sabinal",379.770516902454,"Median"
7,24,106.743252179326,747.478319360435,145.376072181728,286.523037213079,469.302481913096,702.270623420027,381.948890154836,2023,2023-07-24,"Sabinal",379.770516902454,"Median"
7,25,106.743252179326,747.478319360435,149.612192043941,286.697228350755,469.302481913096,703.216867606925,381.948890154836,2023,2023-07-25,"Sabinal",379.770516902454,"Median"
7,26,106.743252179326,747.478319360435,149.612192043941,286.700936073805,469.302481913096,713.869395263922,381.951235003179,2023,2023-07-26,"Sabinal",379.770516902454,"Median"
7,27,106.743252179326,747.478319360435,149.612192043941,286.720001435768,473.88324221092,715.00626677718,381.951235003179,2023,2023-07-27,"Sabinal",379.770516902454,"Median"
7,28,106.743252179326,747.478319360435,149.931280931518,294.56489646875,479.698696778253,720.347304693198,381.951235003179,2023,2023-07-28,"Sabinal",379.770516902454,"Median"
7,29,106.91459674499,747.478319360435,149.933429491463,294.611585571314,479.700892802832,721.834278843598,381.951235003179,2023,2023-07-29,"Sabinal",379.770516902454,"Median"
7,30,106.932082981552,749.838403116087,149.933429491463,295.431645697783,479.700892802832,721.834278843598,382.073961920979,2023,2023-07-30,"Sabinal",379.770516902454,"Median"
7,31,106.932082981552,749.843401842342,149.933429491463,299.232918655708,479.702145922405,723.49448180995,388.95743333872,2023,2023-07-31,"Sabinal",379.770516902454,"Median"
8,1,106.932082981552,749.843401842342,149.933429491463,299.232918655708,479.704957473047,723.578707601647,396.22589603168,2023,2023-08-01,"Sabinal",379.770516902454,"Median"
8,2,106.932082981552,750.252680251933,149.933429491463,299.263417925487,479.70685580867,723.578707601647,396.511779625235,2023,2023-08-02,"Sabinal",379.770516902454,"Median"
8,3,106.932082981552,750.318019884687,149.933429491463,299.289916295276,479.70685580867,723.578707601647,398.723761944927,2023,2023-08-03,"Sabinal",379.770516902454,"Median"
8,4,106.932082981552,754.327344778941,149.94401012215,299.290588913758,479.70685580867,723.578707601647,401.331761957417,2023,2023-08-04,"Sabinal",379.770516902454,"Median"
8,5,106.932082981552,754.327344778941,150.759375544117,304.639888563176,483.38200541468,723.578707601647,402.648520516685,2023,2023-08-05,"Sabinal",379.770516902454,"Median"
8,6,106.932082981552,754.327344778941,152.464155310706,304.821875746,483.590321426005,723.578707601647,402.941633351644,2023,2023-08-06,"Sabinal",379.770516902454,"Median"
8,7,106.932082981552,754.338835104139,153.075587811069,304.821875746,483.594436376089,723.578707601647,402.941633351644,2023,2023-08-07,"Sabinal",379.770516902454,"Median"
8,8,106.932082981552,765.977079404769,153.340551369846,304.821875746,483.594436376089,723.578707601647,402.941633351644,2023,2023-08-08,"Sabinal",379.770516902454,"Median"
8,9,106.932082981552,766.763077781664,153.434081771813,304.821875746,483.594436376089,723.578707601647,402.941633351644,2023,2023-08-09,"Sabinal",379.770516902454,"Median"
8,10,106.932082981552,767.940267905281,153.434081771813,305.320171325938,483.594436376089,723.578707601647,402.941633351644,2023,2023-08-10,"Sabinal",379.770516902454,"Median"
8,11,106.932311475915,773.722107540108,154.535190529248,327.314195681409,483.600941178056,723.578707601647,402.941633351644,2023,2023-08-11,"Sabinal",379.770516902454,"Median"
8,12,128.565803002187,773.722107540108,161.405588798619,347.159405775539,484.192588502953,726.793448907302,402.941633351644,2023,2023-08-12,"Sabinal",379.770516902454,"Median"
8,13,128.565803002187,773.726910034766,163.111373879156,349.841851372982,484.652462233696,733.946513531509,402.941633351644,2023,2023-08-13,"Sabinal",379.770516902454,"Median"
8,14,128.565803002187,773.726910034766,163.529664482176,349.843611788944,484.767620297597,737.546256483341,403.090911092149,2023,2023-08-14,"Sabinal",379.770516902454,"Median"
8,15,128.565803002187,773.726910034766,170.697114285508,349.853768483307,489.59263767889,747.450085705933,408.44115793232,2023,2023-08-15,"Sabinal",379.770516902454,"Median"
8,16,128.565803002187,779.98883202262,176.487277795567,349.990589979497,494.223246966528,748.88219102898,408.44115793232,2023,2023-08-16,"Sabinal",379.770516902454,"Median"
8,17,128.565803002187,813.218752259262,187.119680324195,349.990589979497,494.572940240211,750.102742004244,413.317968299342,2023,2023-08-17,"Sabinal",379.770516902454,"Median"
8,18,128.565803002187,813.218752259262,188.822667632888,349.990589979497,499.721764312593,750.640566596117,413.6427399313,2023,2023-08-18,"Sabinal",379.770516902454,"Median"
8,19,128.565803002187,813.218752259262,205.826661361204,349.990589979497,499.756534773076,750.640651876698,432.050725689762,2023,2023-08-19,"Sabinal",379.770516902454,"Median"
8,20,128.565803002187,813.218752259262,206.022394113358,349.996312804241,499.756534773076,765.676481945746,432.050725689762,2023,2023-08-20,"Sabinal",379.770516902454,"Median"
8,21,128.565803002187,813.343083022549,206.022394113358,350.008704420444,499.756534773076,765.840743748073,432.050725689762,2023,2023-08-21,"Sabinal",379.770516902454,"Median"
8,22,128.565803002187,814.417006675637,211.857092772417,351.337758718046,499.756534773076,766.06992800625,432.050725689762,2023,2023-08-22,"Sabinal",402.905905364698,"Median"
8,23,128.565803002187,815.06946100234,212.636514988732,351.337758718046,499.793249065666,766.06992800625,438.694646469868,2023,2023-08-23,"Sabinal",415.574852587892,"Median"
8,24,128.565803002187,815.06946100234,213.038413749826,351.692221664756,502.44427653739,766.06992800625,445.571608169121,2023,2023-08-24,"Sabinal",417.247169741438,"Median"
8,25,128.868697877754,815.06946100234,213.246006459687,351.871116472388,503.142179521876,766.06992800625,448.130819130541,2023,2023-08-25,"Sabinal",417.247169741438,"Median"
8,26,128.868697877754,815.093642289847,213.247371649768,353.022537383626,506.281240311434,766.085254555107,448.418548702861,2023,2023-08-26,"Sabinal",417.38080557248,"Median"
8,27,128.868697877754,815.148046862771,213.26863924411,355.599266981462,508.393648328401,766.091579334481,448.804139353369,2023,2023-08-27,"Sabinal",417.384720033703,"Median"
8,28,129.16507188573,815.159063518174,220.398528833813,355.599266981462,510.487567438122,766.097152346968,448.804139353369,2023,2023-08-28,"Sabinal",429.349591973611,"Median"
8,29,129.470148895542,815.219080712819,220.872542328927,355.599266981462,515.268990777306,766.156643643381,448.804139353369,2023,2023-08-29,"Sabinal",429.978365672598,"Median"
8,30,129.470148895542,818.342044456489,220.953230078946,355.599266981462,522.428288840334,766.997741824135,448.806082361687,2023,2023-08-30,"Sabinal",431.541419094023,"Median"
8,31,129.470148895542,829.333800815424,220.962823634773,355.599266981462,528.911290153436,767.728390021101,448.806082361687,2023,2023-08-31,"Sabinal",431.546292714435,"Median"
9,1,129.470148895542,836.41784674898,220.97811730816,355.599266981462,529.337752263494,769.009048680182,451.291267277515,2023,2023-09-01,"Sabinal",431.546292714435,"Median"
