grib_id,hrap_x,hrap_y
155232,534,139
155233,535,139
155234,536,139
155237,539,139
155238,540,139
155239,541,139
155240,542,139
155241,543,139
155242,544,139
155243,545,139
155244,546,139
155245,547,139
155246,548,139
155247,549,139
155248,550,139
155249,551,139
155250,552,139
155251,553,139
155252,554,139
156342,523,140
156343,524,140
156344,525,140
156345,526,140
156346,527,140
156347,528,140
156348,529,140
156349,530,140
156350,531,140
156351,532,140
156352,533,140
156353,534,140
156354,535,140
156355,536,140
156356,537,140
156358,539,140
156359,540,140
156360,541,140
156361,542,140
156362,543,140
156363,544,140
156364,545,140
156365,546,140
156366,547,140
156367,548,140
156368,549,140
156369,550,140
156370,551,140
156371,552,140
156372,553,140
156373,554,140
156374,555,140
156375,556,140
156376,557,140
157469,529,141
157470,530,141
157471,531,141
157472,532,141
157473,533,141
157474,534,141
157475,535,141
157476,536,141
157477,537,141
157478,538,141
157479,539,141
157480,540,141
157481,541,141
157482,542,141
157483,543,141
157484,544,141
157485,545,141
157486,546,141
157487,547,141
157488,548,141
157489,549,141
157490,550,141
157491,551,141
157492,552,141
157493,553,141
157494,554,141
157495,555,141
157496,556,141
157497,557,141
158601,540,142
158602,541,142
158603,542,142
158604,543,142
158605,544,142
158606,545,142
158607,546,142
158608,547,142
158609,548,142
158610,549,142
158611,550,142
158612,551,142
158613,552,142
158614,553,142
158615,554,142
158616,555,142
158617,556,142
158618,557,142
158619,558,142
158620,559,142
159697,515,143
159732,550,143
159733,551,143
159734,552,143
159735,553,143
159736,554,143
159737,555,143
159738,556,143
159739,557,143
159740,558,143
159741,559,143
159742,560,143
159743,561,143
160818,515,144
160863,560,144
160864,561,144
160865,562,144
190031,582,170
191152,582,171
192273,582,172
193394,582,173
